title,genres,popularity,release_date,budget,revenue,vote_count,vote_average,status,runtime,imdb_id,Metascore,imdbRating
American Sniper,"['War', 'Action']",62.715,2014-12-25,58800000,542300000,12832,7.426,Released,133,tt2179136,72,7.3
Dungeons & Dragons: Honor Among Thieves,"['Adventure', 'Fantasy', 'Comedy']",89.989,2023-03-23,151000000,208200000,3635,7.354,Released,134,tt2906216,72,7.2
Extraction 2,"['Action', 'Thriller']",62.492,2023-06-09,65000000,0,2447,7.4,Released,122,tt12263384,57,7.0
The Witch: Part 2. The Other One,"['Action', 'Mystery', 'Thriller', 'Science Fiction']",68.304,2022-06-15,0,23068596,286,7.2,Released,137,tt13721828,N/A,6.3
The Princess Diaries,"['Comedy', 'Family', 'Romance']",58.454,2001-08-03,37000000,165335153,4926,7.0,Released,115,tt0247638,52,6.4
Catch Me If You Can,"['Drama', 'Crime']",69.945,2002-12-16,52000000,352114312,15657,7.978,Released,141,tt0264464,75,8.1
The Holiday,"['Comedy', 'Romance']",79.411,2006-12-05,85000000,194168700,5063,7.1,Released,136,tt0457939,52,7.0
The Dark Knight Rises,"['Action', 'Crime', 'Drama', 'Thriller']",72.142,2012-07-17,250000000,1081041287,22758,7.8,Released,165,tt1345836,78,8.4
Blitz,"['War', 'Drama', 'History']",54.288,2024-11-01,0,0,116,5.6,Released,120,tt15939198,N/A,6.4
Beverly Hills Cop: Axel F,"['Action', 'Comedy', 'Crime']",64.581,2024-06-20,150000000,0,1095,6.7,Released,118,tt3083016,53,6.4
Moana,"['Drama', 'TV Movie']",63.283,2009-11-01,0,0,22,6.8,Released,181,tt1465102,N/A,5.6
Golden Kamuy,"['Action', 'Adventure', 'Comedy']",46.359,2024-01-19,0,19077748,56,6.7,Released,129,tt19759618,N/A,6.3
Eyes Wide Shut,"['Drama', 'Thriller', 'Mystery']",59.345,1999-07-16,65000000,162100000,6185,7.5,Released,154,tt0120663,68,7.5
The Apprentice,"['Drama', 'History']",62.627,2024-10-09,16000000,12013393,280,6.913,Released,122,tt8368368,N/A,7.1
American Pie Presents: Girls' Rules,['Comedy'],72.598,2020-10-06,0,0,623,6.172,Released,95,tt11771594,N/A,3.8
Fast X: Part 2,"['Action', 'Crime', 'Thriller']",68.571,,0,0,0,0.0,Planned,0,tt27550022,N/A,N/A
Chicken Run: Dawn of the Nugget,"['Family', 'Animation', 'Adventure', 'Comedy']",53.128,2023-12-08,0,0,741,7.003,Released,101,tt8337264,63,6.3
Pirates of the Caribbean: Dead Men Tell No Tales,"['Adventure', 'Action', 'Fantasy']",69.663,2017-05-23,230000000,795900000,11969,6.7,Released,128,tt1790809,39,6.5
Blue Beetle,"['Action', 'Science Fiction', 'Adventure']",61.856,2023-08-16,104000000,130788072,2621,6.7,Released,128,tt9362930,N/A,5.9
Hot Sex With A Fully Dressed Working Woman Asahi Mizuno,['Drama'],65.82,2016-12-13,0,0,2,9.5,Released,180,,,
Scary Movie 4,['Comedy'],48.805,2006-04-12,45000000,178262620,3246,5.483,Released,83,tt0362120,40,5.1
Cannibal Holocaust,['Horror'],61.787,1980-02-07,100000,2000000,1635,6.3,Released,96,tt0078935,22,5.8
人妻淫靡行,"['Romance', 'Drama']",43.0,2022-06-03,0,0,0,0.0,Released,81,,,
Percy Jackson & the Olympians: The Lightning Thief,"['Adventure', 'Fantasy', 'Family']",60.055,2010-02-01,95000000,226497209,7444,6.213,Released,118,tt0814255,47,5.9
Everything Everywhere All at Once,"['Action', 'Adventure', 'Science Fiction']",72.579,2022-03-24,25000000,139200000,6603,7.8,Released,140,tt6710474,81,7.8
Teenage Mutant Ninja Turtles: Mutant Mayhem,"['Animation', 'Comedy', 'Action', 'Science Fiction']",57.54,2023-07-31,75000000,180513586,1305,7.24,Released,100,tt8589698,74,7.2
Despicable Me 2,"['Animation', 'Comedy', 'Family']",55.034,2013-06-26,76000000,970766005,11252,6.931,Released,98,tt1690953,62,7.3
Thor: Ragnarok,"['Action', 'Adventure', 'Science Fiction']",68.551,2017-10-02,180000000,855301806,20747,7.6,Released,131,tt3501632,74,7.9
The Meg,"['Action', 'Science Fiction', 'Horror']",71.486,2018-08-09,150000000,530517320,7634,6.3,Released,113,tt4779682,46,5.7
All Quiet on the Western Front,"['War', 'History', 'Drama']",70.0,2022-10-07,20000000,0,3893,7.728,Released,147,tt1016150,76,7.8
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"['Comedy', 'Crime']",68.459,1996-01-12,3800000,20100000,1320,7.021,Released,89,tt0116126,53,6.5
Get Out,"['Mystery', 'Thriller', 'Horror']",57.945,2017-02-24,4500000,255407969,17459,7.6,Released,104,tt5052448,85,7.8
Sister Swapping,"['Romance', 'Drama']",62.003,2023-12-19,0,0,2,4.5,Released,61,,,
Sicario,"['Action', 'Crime', 'Thriller']",64.413,2015-09-17,30000000,84997446,8581,7.4,Released,122,tt3397884,82,7.7
The Nutcracker and the Four Realms,"['Fantasy', 'Adventure', 'Family']",56.182,2018-10-26,120000000,59500000,2137,6.1,Released,99,tt5523010,39,5.6
Prisoners,"['Drama', 'Thriller', 'Crime']",68.9,2013-09-19,46000000,122126687,11786,8.1,Released,153,tt1392214,70,8.2
Babygirl,['Drama'],86.057,2024-12-25,0,0,0,0.0,Released,114,tt30057084,N/A,6.0
The Forge,"['Drama', 'Family']",66.154,2024-08-22,5000000,40345505,175,8.3,Released,123,tt26731216,N/A,6.4
Hercules,"['Action', 'Adventure']",56.328,2014-07-23,100000000,244819862,4062,5.8,Released,98,tt1267297,47,6.0
Angel Has Fallen,"['Action', 'Thriller']",64.642,2019-08-21,40000000,146661977,3476,6.6,Released,122,tt6189022,45,6.4
Private call,"['Thriller', 'Action']",73.932,2023-07-11,0,0,2,7.0,Released,79,tt28437538,N/A,N/A
F Marry Kill,"['Comedy', 'Thriller']",75.995,2024-12-06,0,0,18,6.5,Released,97,tt22528200,N/A,5.3
The Wizard of Oz,"['Adventure', 'Fantasy', 'Family']",68.087,1939-08-15,2777000,33754967,5574,7.6,Released,102,tt0032138,92,8.1
Tarzan,"['Family', 'Adventure', 'Animation', 'Drama']",64.324,1999-06-18,130000000,448200000,6758,7.4,Released,88,tt0120855,79,7.3
VIRGO,"['Adventure', 'Music']",64.231,2021-04-14,0,0,5,6.4,Released,6,,,
Aladdin,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Romance']",57.615,1992-11-25,28000000,504050219,11243,7.7,Released,95,tt0103639,86,8.0
Halloween Ends,"['Horror', 'Thriller']",98.727,2022-10-12,20000000,104374176,1773,6.1,Released,111,tt10665342,47,5.0
3 Days in Malay,"['Action', 'Adventure', 'War']",56.477,2023-08-11,0,0,29,5.0,Released,99,tt21158192,N/A,2.7
The Girl Next Door,"['Comedy', 'Romance']",68.758,2004-04-09,21000000,31635150,3526,6.723,Released,110,tt0265208,47,6.7
Mission: Impossible - The Final Reckoning,"['Action', 'Adventure', 'Thriller']",61.918,2025-05-21,400000000,0,0,0.0,Post Production,0,tt9603208,N/A,N/A
King of Killers,"['Action', 'Thriller']",61.327,2023-09-01,0,0,132,6.5,Released,91,tt14057604,N/A,4.4
How the Grinch Stole Christmas!,"['Animation', 'Family', 'Comedy']",74.487,1966-12-18,315000,0,1006,7.501,Released,26,tt0060345,N/A,8.3
Captain Marvel,"['Action', 'Adventure', 'Science Fiction']",51.567,2019-03-06,152000000,1131416446,15704,6.8,Released,124,tt4154664,64,6.8
Temurun,"['Horror', 'Thriller']",49.532,2024-05-30,0,0,14,6.3,Released,86,tt30833435,N/A,N/A
Fall,['Thriller'],69.833,2022-08-11,3000000,17363261,3932,7.161,Released,102,tt15325794,62,6.4
Killers of the Flower Moon,"['Crime', 'History', 'Drama']",76.343,2023-10-18,200000000,156922344,3314,7.4,Released,206,tt5537002,89,7.6
Kinds of Kindness,"['Drama', 'Comedy']",55.359,2024-05-30,15000000,16398509,809,6.6,Released,164,tt22408160,N/A,6.6
Guardians of the Galaxy Vol. 2,"['Science Fiction', 'Adventure', 'Action']",67.05,2017-04-19,200000000,863756051,21570,7.617,Released,137,tt3896198,67,7.6
The Day of the Jackal,"['Action', 'Thriller']",63.985,1973-05-16,0,16056255,553,7.5,Released,143,tt0069947,80,7.8
Paprika,"['Drama', 'Romance']",63.137,1991-02-13,0,0,446,7.0,Released,115,tt0098063,N/A,5.5
Baywatch,"['Comedy', 'Action', 'Crime']",62.983,2017-05-25,69000000,177900000,8031,6.092,Released,116,tt1469304,37,5.5
Call Me by Your Name,"['Romance', 'Drama']",69.933,2017-07-28,3500000,43143046,12076,8.1,Released,132,tt5726616,94,7.8
It Chapter Two,"['Horror', 'Drama', 'Fantasy']",70.705,2019-09-04,79000000,473123154,8741,6.843,Released,169,tt7349950,58,6.5
Léon: The Professional,"['Crime', 'Drama', 'Action']",79.172,1994-09-14,16000000,45284974,14819,8.307,Released,111,tt0110413,64,8.5
Scary Movie 2,['Comedy'],56.923,2001-07-04,45000000,141220678,4640,5.799,Released,82,tt0257106,29,5.4
Justice League,"['Action', 'Adventure', 'Science Fiction']",67.733,2017-11-15,300000000,661326987,12942,6.1,Released,120,tt0974015,45,6.1
Independence Day,"['Action', 'Adventure', 'Science Fiction']",47.404,1996-06-25,75000000,817400891,9555,6.889,Released,145,tt0116629,59,7.0
Thor: The Dark World,"['Action', 'Adventure', 'Fantasy']",61.889,2013-10-30,170000000,644783140,17270,6.522,Released,112,tt1981115,54,6.7
Thor,"['Adventure', 'Fantasy', 'Action']",79.642,2011-04-21,150000000,449326618,21128,6.77,Released,115,tt0800369,57,7.0
It's a Wonderful Life,"['Drama', 'Family', 'Fantasy']",97.94,1946-12-20,3180000,9644124,4317,8.3,Released,130,tt0038650,89,8.6
Django Unchained,"['Drama', 'Western']",78.701,2012-12-25,100000000,425368238,26274,8.2,Released,165,tt1853728,81,8.5
Insurgent,"['Action', 'Science Fiction', 'Thriller']",69.466,2015-03-18,110000000,297002527,9971,6.4,Released,119,tt2908446,42,6.2
The Hobbit: An Unexpected Journey,"['Adventure', 'Fantasy', 'Action']",94.442,2012-12-12,250000000,1021103568,18405,7.357,Released,169,tt0903624,58,7.8
Gone Girl,"['Mystery', 'Thriller', 'Drama']",95.076,2014-10-01,61000000,370890259,18610,7.9,Released,149,tt2267998,79,8.1
The Wages of Fear,['Action'],63.212,2024-03-28,0,0,433,6.2,Released,107,tt27487473,N/A,4.6
Doctor Strange in the Multiverse of Madness,"['Fantasy', 'Action', 'Adventure']",82.667,2022-05-04,200000000,955775804,9198,7.3,Released,126,tt9419884,60,6.9
Beauty and the Beast,"['Family', 'Fantasy', 'Romance']",97.651,2017-03-16,160000000,1266115964,15425,7.0,Released,129,tt2771200,65,7.1
Scouts Guide to the Zombie Apocalypse,"['Comedy', 'Horror']",91.872,2015-10-23,15000000,14900000,1915,6.5,Released,93,tt1727776,32,6.3
Me Before You,"['Drama', 'Romance']",92.372,2016-06-01,20000000,207945075,12406,7.9,Released,110,tt2674426,51,7.4
After We Collided,"['Romance', 'Drama']",97.843,2020-09-02,14000000,48000000,5299,7.174,Released,105,tt10362466,14,5.1
John Wick: Chapter 2,"['Action', 'Thriller', 'Crime']",87.095,2017-02-08,40000000,171539887,13045,7.335,Released,122,tt4425200,75,7.4
John Wick,"['Action', 'Thriller']",70.444,2014-10-22,20000000,88761661,19222,7.4,Released,101,tt2911666,68,7.4
Jurassic World: Fallen Kingdom,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",83.363,2018-06-06,170000000,1310466296,11782,6.5,Released,129,tt4881806,51,6.1
Alienoid,"['Science Fiction', 'Action', 'Fantasy', 'Adventure']",87.346,2022-07-20,24500000,12109608,437,6.842,Released,142,tt20168564,54,6.3
Thor,"['Adventure', 'Fantasy', 'Action']",79.642,2011-04-21,150000000,449326618,21128,6.77,Released,115,tt0800369,57,7.0
Thor: The Dark World,"['Action', 'Adventure', 'Fantasy']",61.889,2013-10-30,170000000,644783140,17270,6.522,Released,112,tt1981115,54,6.7
Man of Steel,"['Action', 'Adventure', 'Science Fiction']",96.073,2013-06-12,225000000,668045518,15114,6.6,Released,143,tt0770828,55,7.1
Immaculate,"['Horror', 'Mystery', 'Thriller']",80.865,2024-03-20,9000000,28454578,1258,6.251,Released,89,tt23137390,57,5.8
Iron Man 2,"['Adventure', 'Action', 'Science Fiction']",91.544,2010-04-28,200000000,623933331,20988,6.845,Released,124,tt1228705,57,6.9
Boyka: Undisputed IV,"['Action', 'Drama']",94.753,2016-08-01,0,413334,1313,7.2,Released,87,tt3344680,N/A,7.0
Beauty and the Beast,"['Romance', 'Family', 'Animation', 'Fantasy']",92.501,1991-10-22,25000000,424967620,9938,7.7,Released,84,tt0101414,95,8.0
Indiana Jones and the Dial of Destiny,"['Adventure', 'Action']",90.148,2023-06-25,294700000,383963057,3394,6.6,Released,155,tt1462764,58,6.5
Trouble,"['Action', 'Comedy', 'Crime']",94.459,2024-10-02,0,0,137,6.745,Released,98,tt30217143,N/A,6.1
The Concierge,"['Animation', 'Fantasy']",96.902,2023-10-20,0,0,20,6.8,Released,70,tt28607487,N/A,6.5
The Lorax,"['Animation', 'Family']",79.224,2012-03-01,70000000,349305397,3544,6.499,Released,86,tt1482459,46,6.4
Jaws,"['Horror', 'Thriller', 'Adventure']",55.119,1975-06-20,7000000,470653000,10472,7.664,Released,124,tt0073195,87,8.1
Fifty Shades Darker,"['Drama', 'Romance']",66.929,2017-02-08,55000000,381545846,7603,6.483,Released,118,tt4465564,33,4.6
Lucky Baskhar,"['Drama', 'Thriller', 'Crime']",55.679,2024-10-30,0,0,23,7.7,Released,148,tt27540542,N/A,8.4
My Spy The Eternal City,"['Action', 'Comedy']",81.73,2024-07-18,0,0,334,6.7,Released,112,tt12930350,N/A,5.6
Kung Fu Panda 3,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",73.33,2016-01-23,145000000,521170825,6031,6.915,Released,95,tt2267968,66,7.1
Soul,"['Animation', 'Family', 'Comedy', 'Fantasy']",58.835,2020-12-25,150000000,121977511,10465,8.121,Released,101,tt2948372,83,8.0
I Am Legend,"['Drama', 'Science Fiction', 'Thriller']",61.317,2007-12-12,150000000,585410052,15712,7.208,Released,101,tt0480249,65,7.2
No Country for Old Men,"['Crime', 'Drama', 'Thriller']",57.636,2007-06-13,25000000,171627166,12010,7.9,Released,122,tt0477348,92,8.2
The Nun II,['Horror'],69.984,2023-09-06,38500000,269667073,2062,6.738,Released,110,tt10160976,N/A,5.6
Good Will Hunting,['Drama'],65.069,1997-12-05,10000000,225900000,12400,8.2,Released,127,tt0119217,70,8.3
It,['Horror'],67.996,2017-09-06,35000000,703000000,19063,7.241,Released,135,tt1396484,69,7.3
The Mouse Trap,"['Horror', 'Thriller']",68.755,2024-08-23,800000,5737,43,4.2,Released,80,tt30743549,N/A,2.5
Freelance,"['Action', 'Comedy']",61.322,2023-10-05,40000000,9112817,982,6.467,Released,108,tt15744298,N/A,5.5
Family Pack,"['Adventure', 'Comedy', 'Fantasy', 'Action']",58.632,2024-10-22,0,0,332,5.627,Released,95,tt29195603,N/A,5.5
Alice in Wonderland,"['Animation', 'Family', 'Fantasy', 'Adventure']",60.552,1951-07-28,3000000,57200000,5840,7.2,Released,75,tt0043274,68,7.3
The Holdovers,"['Comedy', 'Drama']",59.846,2023-10-27,13000000,42513270,1615,7.7,Released,133,tt14849194,N/A,7.9
Knives Out,"['Comedy', 'Crime', 'Mystery']",68.294,2019-11-27,40000000,312897920,12407,7.846,Released,131,tt8946378,82,7.9
The Jungle Book,"['Family', 'Adventure', 'Drama', 'Fantasy']",59.286,2016-04-07,175000000,966550600,8022,6.9,Released,106,tt3040964,77,7.3
The Shining,"['Horror', 'Thriller']",59.064,1980-05-23,19000000,44781695,17505,8.2,Released,144,tt0081505,66,8.4
Paradox Effect,"['Action', 'Thriller']",63.683,2024-06-27,0,0,43,5.6,Released,88,tt14416430,N/A,5.9
It's What's Inside,"['Comedy', 'Mystery', 'Science Fiction']",52.598,2024-01-19,0,0,411,6.4,Released,103,tt14577874,57,6.6
The Lion King 1½,"['Family', 'Animation', 'Comedy', 'Action']",85.268,2004-02-06,0,1465,2965,6.6,Released,77,tt0318403,N/A,6.5
Pacific Rim,"['Action', 'Science Fiction', 'Adventure']",60.996,2013-07-11,180000000,411000000,12408,6.9,Released,131,tt1663662,65,6.9
Alien: Covenant,"['Science Fiction', 'Horror', 'Thriller']",58.522,2017-05-09,97000000,240891763,8651,6.2,Released,122,tt2316204,65,6.4
A Delicious Flight,['Romance'],68.024,2015-11-01,0,0,60,4.2,Released,97,tt6077598,N/A,5.9
Alita: Battle Angel,"['Action', 'Science Fiction', 'Adventure']",68.5,2019-01-31,170000000,405000000,9148,7.2,Released,122,tt0437086,53,7.3
The Pursuit of Happyness,['Drama'],79.943,2006-12-14,55000000,307077295,9861,7.897,Released,117,tt0454921,64,8.0
Kucing Liar,['Drama'],62.52,2023-05-04,0,0,1,2.0,Released,0,,,
The Platform,"['Drama', 'Science Fiction', 'Thriller']",56.196,2019-11-08,1203235,1090116,7124,6.976,Released,95,tt8228288,73,7.0
Kung Fu Panda 2,"['Animation', 'Family', 'Comedy']",65.174,2011-05-25,150000000,665692281,7181,7.035,Released,91,tt1302011,67,7.3
Ford v Ferrari,"['Drama', 'Action', 'History']",72.437,2019-11-13,97600000,225508210,7980,8.007,Released,153,tt1950186,81,8.1
The Clean Up Crew,"['Action', 'Crime', 'Thriller']",65.449,2024-09-12,0,0,11,5.4,Released,95,tt21614558,N/A,4.2
Fantastic Beasts and Where to Find Them,"['Fantasy', 'Adventure']",63.006,2016-11-16,180000000,809342332,18745,7.3,Released,132,tt3183660,66,7.2
My Neighbor Totoro,"['Fantasy', 'Animation', 'Family']",70.66,1988-04-16,3700000,41000000,7979,8.069,Released,86,tt0096283,86,8.1
Constantine,"['Fantasy', 'Action', 'Horror']",66.646,2005-02-08,100000000,230900000,7189,7.095,Released,121,tt0360486,50,7.0
The Matrix Reloaded,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",54.405,2003-05-15,150000000,738599701,10965,7.1,Released,138,tt0234215,62,7.2
Snow White and the Seven Dwarfs,"['Fantasy', 'Animation', 'Family']",67.379,1938-01-14,1488423,184925486,7401,7.1,Released,83,tt0029583,96,7.6
All Things Fair,"['Drama', 'Romance', 'War']",56.728,1995-03-08,0,0,140,6.5,Released,125,tt0113720,N/A,6.8
Bohemian Rhapsody,"['Music', 'Drama']",48.133,2018-10-24,52000000,918355943,16861,8.0,Released,135,tt1727824,49,7.9
Ted,"['Comedy', 'Fantasy']",66.363,2012-06-29,50000000,549368315,12300,6.4,Released,107,tt1637725,62,6.9
A Royal Date for Christmas,"['Romance', 'Comedy', 'TV Movie']",56.396,2023-11-25,0,0,34,5.8,Released,84,tt28188089,N/A,6.3
Ant-Man and the Wasp: Quantumania,"['Action', 'Adventure', 'Science Fiction']",62.381,2023-02-15,388369742,476071180,5016,6.3,Released,125,tt10954600,48,6.0
Captain America: Brave New World,"['Action', 'Science Fiction']",73.229,2025-02-12,0,0,0,0.0,Post Production,0,tt14513804,N/A,N/A
House of Ga'a,"['Action', 'History']",87.696,2024-07-26,0,0,94,5.7,Released,120,tt31691318,N/A,3.9
HAIKYU!! The Dumpster Battle,"['Animation', 'Drama']",63.386,2024-02-16,5000000,100255784,153,7.5,Released,85,tt30476486,67,7.8
Justice League: Crisis on Infinite Earths Part Two,"['Animation', 'Science Fiction', 'Action']",49.655,2024-04-22,0,0,192,7.0,Released,94,tt30150907,N/A,5.5
Dead Poets Society,['Drama'],71.319,1989-06-02,16400000,235900000,11289,8.308,Released,128,tt0097165,79,8.1
Star Wars: The Force Awakens,"['Adventure', 'Action', 'Science Fiction']",69.321,2015-12-15,245000000,2068223624,19370,7.3,Released,136,tt2488496,80,7.8
Aliens,"['Action', 'Thriller', 'Science Fiction']",67.294,1986-07-18,18500000,183316455,9774,7.949,Released,137,tt0090605,84,8.4
Rape!,"['Drama', 'Horror', 'Thriller']",53.034,1976-02-07,0,0,8,5.5,Released,71,tt0227170,N/A,5.7
Doctor Strange,"['Action', 'Adventure', 'Fantasy']",72.054,2016-10-25,180000000,676343174,22122,7.4,Released,115,tt1211837,72,7.5
The Passion of the Christ,['Drama'],63.532,2004-02-25,30000000,612060372,4585,7.5,Released,127,tt0335345,47,7.2
Maleficent,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",60.53,2014-05-28,180000000,758539785,13083,7.091,Released,97,tt1587310,56,6.9
The Godfather Part III,"['Crime', 'Drama', 'Thriller']",70.313,1990-12-25,54000000,136766062,6206,7.42,Released,162,tt0099674,60,7.6
Night Swim,['Horror'],46.573,2024-01-03,15000000,54768317,617,5.6,Released,98,tt9682428,N/A,4.7
Shutter,"['Horror', 'Mystery', 'Thriller']",71.777,2004-09-09,125000,0,1220,7.294,Released,97,tt0440803,N/A,7.0
The Good Dinosaur,"['Adventure', 'Animation', 'Family']",65.02,2015-11-14,175000000,332207671,5542,6.735,Released,93,tt1979388,66,6.7
The Exorcism,"['Horror', 'Thriller']",66.61,2024-05-30,22000000,9659440,266,5.0,Released,96,tt11240348,N/A,4.1
Bumblebee,"['Action', 'Adventure', 'Science Fiction']",50.979,2018-12-15,135000000,467989645,6106,6.728,Released,113,tt4701182,66,6.7
Sisu,"['Action', 'War', 'Adventure']",59.515,2022-09-09,6200000,13000000,2143,7.4,Released,91,tt14846026,70,6.9
Box Room,"['Science Fiction', 'Drama', 'Horror']",39.799,2014-03-08,0,0,9,5.3,Released,16,tt3625340,N/A,6.1
Spirit: Stallion of the Cimarron,"['Animation', 'Adventure', 'Comedy', 'Family', 'Drama', 'Western', 'Romance']",63.458,2002-05-24,80000000,122563539,4567,7.7,Released,83,tt0166813,52,7.2
The Roundup: No Way Out,"['Action', 'Crime', 'Comedy', 'Thriller']",65.228,2023-05-31,0,83410298,429,7.204,Released,105,tt21364552,N/A,6.6
Rocky,['Drama'],55.971,1976-11-20,1000000,225300000,7856,7.789,Released,120,tt0075148,70,8.1
(500) Days of Summer,"['Comedy', 'Drama', 'Romance']",65.197,2009-07-17,7500000,60781545,10149,7.289,Released,95,tt1022603,76,7.7
The Curious Case of Benjamin Button,"['Drama', 'Fantasy', 'Romance']",51.434,2008-12-25,150000000,335800000,12771,7.6,Released,166,tt0421715,70,7.8
Salem's Lot,['Horror'],63.429,2024-10-03,0,851156,404,6.2,Released,113,tt10245072,N/A,5.6
Mulan,"['Adventure', 'Fantasy', 'Action', 'Family']",69.928,2020-09-04,200000000,69965374,6653,6.9,Released,115,tt4566758,66,5.8
Deep Water,"['Drama', 'Mystery', 'Thriller']",66.749,2022-03-18,49000000,0,1379,5.812,Released,116,tt2180339,53,5.5
The Pope's Exorcist,"['Horror', 'Thriller']",61.446,2023-04-05,18000000,76987621,2734,6.975,Released,103,tt13375076,45,6.1
The Chronicles of Narnia: The Voyage of the Dawn Treader,"['Adventure', 'Family', 'Fantasy']",62.883,2010-12-02,155000000,415686217,5562,6.4,Released,113,tt0980970,53,6.3
Eternals,"['Science Fiction', 'Action', 'Adventure']",60.921,2021-11-03,200000000,402064899,8284,6.848,Released,156,tt9032400,52,6.3
